"PriceList","CAT","SEL","Description","ItemId"
"CODE8X_AUG26_182319065en-US","WDR","1/4L","Reglaze 1/4"" - 5/16"" laminated glass - 40 sf maximum","11111"
"CODE8X_AUG26_182319065en-US","WDR","1/4T","Reglaze 1/4"" tempered glass - 40 sf maximum","11111"
"CODE8X_AUG26_182319065en-US","WDR","1/4W","Reglaze 1/4"" polished wire glass - 40 sf maximum","11111"
"CODE8X_AUG26_182319065en-US","WDR","1/8","Reglaze 1/8"" annealed/float glass - 40 sf maximum","11111"
"CODE8X_AUG26_182319065en-US","WDR","1/8T","Reglaze 1/8"" tempered glass - 40 sf maximum","11111"
"CODE8X_AUG26_182319065en-US","WDR","3/16","Reglaze 3/16"" annealed/float glass - 40 sf maximum","11111"
"CODE8X_AUG26_182319065en-US","WDR","3/16T","Reglaze 3/16"" tempered glass - 40 sf maximum","11111"
"CODE8X_AUG26_182319065en-US","WDR","3/8","Reglaze 3/8"" annealed/float glass - 40 sf maximum","11111"
"CODE8X_AUG26_182319065en-US","WDR","AGP","Window Reglazing & Repair (Agreed Price)","10810"
"CODE8X_AUG26_182319065en-US","WDR","BIDITM","Window Reglazing & Repair (Bid Item)","10810"
"CODE8X_AUG26_182319065en-US","WDR","CLAD","Window cladding - preformed aluminum","10492"
"CODE8X_AUG26_182319065en-US","WDR","CLADS","Skylight cladding - preformed aluminum","10492"
"CODE8X_AUG26_182319065en-US","WDR","GBA","Glazing bead - Aluminum","10229"
"CODE8X_AUG26_182319065en-US","WDR","GBV","Glazing bead - Vinyl","10229"
"CODE8X_AUG26_182319065en-US","WDR","GLAZ","Reglaze window, 10 - 16 sf","11231"
"CODE8X_AUG26_182319065en-US","WDR","GLAZ<","Reglaze window, 1 - 9 sf","11231"
"CODE8X_AUG26_182319065en-US","WDR","GLAZ>","Reglaze window, 17 - 24 sf","11231"
"CODE8X_AUG26_182319065en-US","WDR","GLAZ>>","Reglaze window, 25 - 30 sf","11231"
"CODE8X_AUG26_182319065en-US","WDR","GLAZ2","Reglaze double-pane thermal window unit, 10 - 16 sf","11231"
"CODE8X_AUG26_182319065en-US","WDR","GLAZ2<","Reglaze double-pane thermal window unit, 1 - 9 sf","11231"
"CODE8X_AUG26_182319065en-US","WDR","GLAZ2>","Reglaze double-pane thermal window unit, 17 - 24 sf","11231"
"CODE8X_AUG26_182319065en-US","WDR","GLAZ2>>","Reglaze double-pane thermal window unit, 25 - 30 sf","11231"
"CODE8X_AUG26_182319065en-US","WDR","GRID","Add on for grid (double or triple pane windows)","11091"
"CODE8X_AUG26_182319065en-US","WDR","HRGRID","Add on for grid in half round window - per window unit","11230"
"CODE8X_AUG26_182319065en-US","WDR","LAB","Window Glazing/Repair - per hour","10514"
"CODE8X_AUG26_182319065en-US","WDR","LABL","Window Glazing - General Laborer - per hour","10514"
"CODE8X_AUG26_182319065en-US","WDR","LAMIR","Add on for impact resistant laminated glass","11092"
"CODE8X_AUG26_182319065en-US","WDR","LOWE","Add on for ""Low E"" glass","11093"
"CODE8X_AUG26_182319065en-US","WDR","MN","Window Reglazing/Repair - Labor Minimum","11094"
"CODE8X_AUG26_182319065en-US","WDR","OBS","Add on for obscure glass","11114"
"CODE8X_AUG26_182319065en-US","WDR","PDB","Window Reglazing & Repair (Paid Bill)","10810"
"CODE8X_AUG26_182319065en-US","WDR","RDOR","Lube/recondition sliding glass door","11230"
"CODE8X_AUG26_182319065en-US","WDR","REFL","Add on for one-way/reflective glass","11407"
"CODE8X_AUG26_182319065en-US","WDR","RWDW","Lube/recondition operable window","11230"
"CODE8X_AUG26_182319065en-US","WDR","SCRN","Window screen, 10 - 16 SF","11212"
"CODE8X_AUG26_182319065en-US","WDR","SCRN<","Window screen, 1 - 9 SF","11212"
"CODE8X_AUG26_182319065en-US","WDR","SCRN>","Window screen, 17 - 25 SF","11212"
"CODE8X_AUG26_182319065en-US","WDR","SCRN>>","Window screen, 26 - 32 SF","11212"
"CODE8X_AUG26_182319065en-US","WDR","SCRNR","Window screen - rescreen, 10 - 16 SF","11212"
"CODE8X_AUG26_182319065en-US","WDR","SCRNR<","Window screen - rescreen, 1 - 9 SF","11212"
"CODE8X_AUG26_182319065en-US","WDR","SCRNR>","Window screen - rescreen, 17 - 25 SF","11212"
"CODE8X_AUG26_182319065en-US","WDR","SCRNR>>","Window screen - rescreen, 26 - 32 SF","11212"
"CODE8X_AUG26_182319065en-US","WDR","SCRNRS","Window screen - Detach & reset","11212"
"CODE8X_AUG26_182319065en-US","WDR","SKY","Reglaze skylight - 6 to 10 SF","11120"
"CODE8X_AUG26_182319065en-US","WDR","SKY<","Reglaze skylight - up to 6 SF","11120"
"CODE8X_AUG26_182319065en-US","WDR","SKY>","Reglaze skylight - 10 to 15 SF","11120"
"CODE8X_AUG26_182319065en-US","WDR","SKYF","Reglaze flat skylight - laminated glass - 6 to 10 SF","11120"
"CODE8X_AUG26_182319065en-US","WDR","SKYF<","Reglaze flat skylight - laminated glass - up to 6 SF","11120"
"CODE8X_AUG26_182319065en-US","WDR","SKYF>","Reglaze flat skylight - laminated glass - 10 to 15 SF","11120"
"CODE8X_AUG26_182319065en-US","WDR","SWS","Solar window screen, 11 - 25 SF","11212"
"CODE8X_AUG26_182319065en-US","WDR","SWS<","Solar window screen, 1 - 10 SF","11212"
"CODE8X_AUG26_182319065en-US","WDR","SWS>","Solar window screen, 26 - 40 SF","11212"
"CODE8X_AUG26_182319065en-US","WDR","SWS>>","Solar window screen, 41 - 64 SF","11212"
"CODE8X_AUG26_182319065en-US","WDR","TEMP","Add on for tempered glass - per pane","11096"
"CODE8X_AUG26_182319065en-US","WDR","TINT","Add on for tinted glass","11097"
"CODE8X_AUG26_182319065en-US","WDS","AGP","Windows - Skylights (Agreed Price)","10810"
"CODE8X_AUG26_182319065en-US","WDS","BIDITM","Windows - Skylights (Bid Item)","10810"
"CODE8X_AUG26_182319065en-US","WDS","DDF","Skylight - double dome fixed, 6.6 - 9 sf","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDF-","Skylight - double dome fixed, 6.6 - 9 sf - Standard grade","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDF<","Skylight - double dome fixed, 4 - 6.5 sf","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDF<-","Skylight - double dome fixed, 4 - 6.5 sf - Standard grade","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDF>","Skylight - double dome fixed, 9.1 - 12.5 sf","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDF>-","Skylight - double dome fixed, 9.1-12.5 sf - Standard grade","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDF>>","Skylight - double dome fixed, 12.6 - 15.5 sf","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDF>>-","Skylight - double dome fixed, 12.6-15.5 sf- Standard grade","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDFL","Skylight flashing kit - dome","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDFL+","Skylight flashing kit - dome - High grade","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDFL>","Skylight flashing kit - dome - Large","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDFL>+","Skylight flashing kit - dome - Large - High grade","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDV","Skylight - double dome venting, 6.6 - 9 sf","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDV<","Skylight - double dome venting, 4 - 6.5 sf","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDV>","Skylight - double dome venting, 9.1 - 12.5 sf","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDV>>","Skylight - double dome venting, 12.6 - 15.5 sf","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDV>RS","Skylight - double dome - Large - Detach & reset","11119"
"CODE8X_AUG26_182319065en-US","WDS","DDVRS","Skylight - double dome - Detach & reset","11119"
"CODE8X_AUG26_182319065en-US","WDS","DSF","Skylight - single dome fixed, 6.6 - 9 sf","11119"
"CODE8X_AUG26_182319065en-US","WDS","DSF-","Skylight - single dome fixed, 6.6 - 9 sf - Standard grade","11119"
"CODE8X_AUG26_182319065en-US","WDS","DSF<","Skylight - single dome fixed, 4 - 6.5 sf","11119"
"CODE8X_AUG26_182319065en-US","WDS","DSF<-","Skylight - single dome fixed, 4 - 6.5 sf - Standard grade","11119"
"CODE8X_AUG26_182319065en-US","WDS","DSF>","Skylight - single dome fixed, 9.1 - 12.5 sf","11119"
"CODE8X_AUG26_182319065en-US","WDS","DSF>-","Skylight - single dome fixed, 9.1-12.5 sf - Standard grade","11119"
"CODE8X_AUG26_182319065en-US","WDS","DSF>>","Skylight - single dome fixed, 12.6 - 15.5 sf","11119"
"CODE8X_AUG26_182319065en-US","WDS","DSF>>-","Skylight - single dome fixed, 12.6-15.5 sf- Standard grade","11119"
"CODE8X_AUG26_182319065en-US","WDS","DSV","Skylight - single dome venting, 6.6 - 9 sf","11119"
"CODE8X_AUG26_182319065en-US","WDS","DSV<","Skylight - single dome venting, 4 - 6.5 sf","11119"
"CODE8X_AUG26_182319065en-US","WDS","DSV>","Skylight - single dome venting, 9.1 - 12.5 sf","11119"
"CODE8X_AUG26_182319065en-US","WDS","DSV>>","Skylight - single dome venting, 12.6 - 15.5 sf","11119"
"CODE8X_AUG26_182319065en-US","WDS","F","Skylight - fixed, 7.1 - 9 sf","11120"
"CODE8X_AUG26_182319065en-US","WDS","F<","Skylight - fixed, 5.1 -7 sf","11120"
"CODE8X_AUG26_182319065en-US","WDS","F<<","Skylight - fixed, up to 5 sf","11120"
"CODE8X_AUG26_182319065en-US","WDS","F>","Skylight - fixed, 9.1 - 12 sf","11120"
"CODE8X_AUG26_182319065en-US","WDS","F>>","Skylight - fixed, 12.1 sf or greater","11120"
"CODE8X_AUG26_182319065en-US","WDS","LAB","Window Installer - per hour","10514"
"CODE8X_AUG26_182319065en-US","WDS","LABL","Window - General Laborer - per hour","10514"
"CODE8X_AUG26_182319065en-US","WDS","LAMIR","Add on for impact resistant laminated glass","11092"
"CODE8X_AUG26_182319065en-US","WDS","LOWE","Add on for upgrading ""Low E"" glass to premium grade","11093"
"CODE8X_AUG26_182319065en-US","WDS","MN","Skylight - Labor Minimum","11094"
"CODE8X_AUG26_182319065en-US","WDS","OBS","Add on for obscure glass","11114"
"CODE8X_AUG26_182319065en-US","WDS","PDB","Windows - Skylights (Paid Bill)","10810"
"CODE8X_AUG26_182319065en-US","WDS","REFL","Add on for one-way/reflective glass","11407"
"CODE8X_AUG26_182319065en-US","WDS","REM","Remote electric opening system","11419"
"CODE8X_AUG26_182319065en-US","WDS","RT10","Skylight - reflective tube - 10""","11119"
"CODE8X_AUG26_182319065en-US","WDS","RT13","Skylight - reflective tube - 13""","11119"
"CODE8X_AUG26_182319065en-US","WDS","RT8","Skylight - reflective tube - 8""","11119"
"CODE8X_AUG26_182319065en-US","WDS","RTFDRS","Skylight - reflective tube - flash/dome - Detach & reset","11119"
"CODE8X_AUG26_182319065en-US","WDS","RTRS","Skylight - reflective tube - Detach & reset","11119"
"CODE8X_AUG26_182319065en-US","WDS","RW","Skylight - manual venting, 7.1 - 9 sf","11120"
"CODE8X_AUG26_182319065en-US","WDS","RW<","Skylight - manual venting, 5.1 - 7 sf","11120"
"CODE8X_AUG26_182319065en-US","WDS","RW<<","Skylight - manual venting, up to 5 sf","11120"
"CODE8X_AUG26_182319065en-US","WDS","RW>","Skylight - manual venting, 9.1 - 12 sf","11120"
"CODE8X_AUG26_182319065en-US","WDS","RW>>","Skylight - manual venting, 12.1 sf or greater","11120"
"CODE8X_AUG26_182319065en-US","WDS","RWD>RS","Skylight - Large - Detach & reset","11120"
"CODE8X_AUG26_182319065en-US","WDS","RWDRS","Skylight - Detach & reset","11120"
"CODE8X_AUG26_182319065en-US","WDS","RWFL","Skylight flashing kit - 5.1-12 sf","11120"
"CODE8X_AUG26_182319065en-US","WDS","RWFL<","Skylight flashing kit - up to 5 sf","11120"
"CODE8X_AUG26_182319065en-US","WDS","RWFL>","Skylight flashing kit - 12.1 sf or greater","11120"
"CODE8X_AUG26_182319065en-US","WDS","RWM","Skylight - motorized venting, 7.1 - 9 sf","11120"
"CODE8X_AUG26_182319065en-US","WDS","RWM<","Skylight - motorized venting, 5.1 - 7 sf","11120"
"CODE8X_AUG26_182319065en-US","WDS","RWM<<","Skylight - motorized venting, up to 5 sf","11120"
"CODE8X_AUG26_182319065en-US","WDS","RWM>","Skylight - motorized venting, 9.1 - 12 sf","11120"
"CODE8X_AUG26_182319065en-US","WDS","RWM>>","Skylight - motorized venting, 12.1 sf or greater","11120"
"CODE8X_AUG26_182319065en-US","WDS","SKYD","Skylight - engineered dome","11413"
"CODE8X_AUG26_182319065en-US","WDS","TEMP","Add on for tempered glass - per pane","11096"
"CODE8X_AUG26_182319065en-US","WDS","TINT","Add on for tinted glass","11097"
"CODE8X_AUG26_182319065en-US","WDT","AGP","Window Treatment (Agreed Price)","10810"
"CODE8X_AUG26_182319065en-US","WDT","BIDITM","Window Treatment (Bid Item)","10810"
"CODE8X_AUG26_182319065en-US","WDT","BLA1","Window blind - aluminum - 1"" - 7.1 to 14 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA1+","Window blind - aluminum - 1"" - 7.1 to 14 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA1<","Window blind - aluminum - 1"" - up to 7 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA1<+","Window blind - aluminum - 1"" - up to 7 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA1>","Window blind - aluminum - 1"" - 14.1 to 20 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA1>+","Window blind - aluminum - 1"" - 14.1 to 20 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA1>>","Window blind - aluminum - 1"" - 20.1 to 32 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA1>>+","Window blind - aluminum - 1"" - 20.1 to 32 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA1X","Window blind - aluminum - 1"" - 32.1 to 42 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA1X+","Window blind - aluminum - 1"" - 32.1 to 42 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA1X>","Window blind - aluminum - 1"" - 42.1 to 56 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA1X>+","Window blind - aluminum - 1"" - 42.1 to 56 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA2","Window blind - aluminum - 2"" - 7.1 to 14 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA2+","Window blind - aluminum - 2"" - 7.1 to 14 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA2<","Window blind - aluminum - 2"" - up to 7 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA2<+","Window blind - aluminum - 2"" - up to 7 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA2>","Window blind - aluminum - 2"" - 14.1 to 20 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA2>+","Window blind - aluminum - 2"" - 14.1 to 20 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA2>>","Window blind - aluminum - 2"" - 20.1 to 32 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA2>>+","Window blind - aluminum - 2"" - 20.1 to 32 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA2X","Window blind - aluminum - 2"" - 32.1 to 42 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA2X+","Window blind - aluminum - 2"" - 32.1 to 42 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA2X>","Window blind - aluminum - 2"" - 42.1 to 56 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLA2X>+","Window blind - aluminum - 2"" - 42.1 to 56 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC1","Window blind - single cell - 7.1 to 14 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC1+","Window blind - single cell - 7.1 to 14 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC1<","Window blind - single cell - up to 7 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC1<+","Window blind - single cell - up to 7 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC1>","Window blind - single cell - 14.1 to 20 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC1>+","Window blind - single cell - 14.1 to 20 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC1>>","Window blind - single cell - 20.1 to 32 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC1>>+","Window blind - single cell - 20.1 to 32 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC1X","Window blind - single cell - 32.1 to 42 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC1X+","Window blind - single cell - 32.1 to 42 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC1X>","Window blind - single cell - 42.1 to 56 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC1X>+","Window blind - single cell - 42.1 to 56 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC2","Window blind - double cell - 7.1 to 14 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC2+","Window blind - double cell - 7.1 to 14 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC2<","Window blind - double cell - up to 7 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC2<+","Window blind - double cell - up to 7 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC2>","Window blind - double cell - 14.1 to 20 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC2>+","Window blind - double cell - 14.1 to 20 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC2>>","Window blind - double cell - 20.1 to 32 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC2>>+","Window blind - double cell - 20.1 to 32 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC2X","Window blind - double cell - 32.1 to 42 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC2X+","Window blind - double cell - 32.1 to 42 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC2X>","Window blind - double cell - 42.1 to 56 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLC2X>+","Window blind - double cell - 42.1 to 56 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLF","Window blind - fabric/woven - 7.1 to 14 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLF+","Window blind - fabric woven - 7.1 to 14 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLF<","Window blind - fabric/woven - up to 7 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLF<+","Window blind - fabric/woven - up to 7 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLF>","Window blind - fabric/woven - 14.1 to 20 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLF>+","Window blind - fabric/woven - 14.1 to 20 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLF>>","Window blind - fabric/woven - 20.1 to 32 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLF>>+","Window blind - fabric/woven - 20.1 to 32 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLFX","Window blind - fabric/woven - 32.1 to 42 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLFX+","Window blind - fabric/woven - 32.1 to 42 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLFX>","Window blind - fabric/woven - 42.1 to 56 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLFX>+","Window blind - fabric/woven - 42.1 to 56 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN1","Window blind - PVC - 1"" - 7.1 to 14 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN1+","Window blind - PVC - 1"" - 7.1 to 14 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN1<","Window blind - PVC - 1"" - up to 7 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN1<+","Window blind - PVC - 1"" - up to 7 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN1>","Window blind - PVC - 1"" - 14.1 to 20 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN1>+","Window blind - PVC - 1"" - 14.1 to 20 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN1>>","Window blind - PVC - 1"" - 20.1 to 32 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN1>>+","Window blind - PVC - 1"" - 20.1 to 32 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN3","Window blind - PVC - 3.5"" - 7.1 to 14 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN3+","Window blind - PVC - 3.5"" - 7.1 to 14 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN3<","Window blind - PVC - 3.5"" - up to 7 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN3<+","Window blind - PVC - 3.5"" - up to 7 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN3>","Window blind - PVC - 3.5"" - 14.1 to 20 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN3>+","Window blind - PVC - 3.5"" - 14.1 to 20 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN3>>","Window blind - PVC - 3.5"" - 20.1 to 32 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN3>>+","Window blind - PVC - 3.5"" - 20.1 to 32 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN3X","Window blind - PVC - 3.5"" - 32.1 to 42 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN3X+","Window blind - PVC - 3.5"" - 32.1 to 42 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN3X>","Window blind - PVC - 3.5"" - 42.1 to 56 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLN3X>+","Window blind - PVC - 3.5"" - 42.1 to 56 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLND","Window blind - PVC - 2"" - 7.1 to 14 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLND+","Window blind - PVC - 2"" - 7.1 to 14 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLND<","Window blind - PVC - 2"" - up to 7 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLND<+","Window blind - PVC - 2"" - up to 7 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLND>","Window blind - PVC - 2"" - 14.1 to 20 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLND>+","Window blind - PVC - 2"" - 14.1 to 20 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLND>>","Window blind - PVC - 2"" - 20.1 to 32 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLND>>+","Window blind - PVC - 2"" - 20.1 to 32 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLNDRS","Window blind - horizontal or vertical - Detach & reset","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLNDX","Window blind - PVC - 2"" - 32.1 to 42 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLNDX+","Window blind - PVC - 2"" - 32.1 to 42 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLNDX>","Window blind - PVC - 2"" - 42.1 to 56 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLNDX>+","Window blind - PVC - 2"" - 42.1 to 56 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW1","Window blind - wood - 1"" - 7.1 to 14 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW1+","Window blind - wood - 1"" - 7.1 to 14 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW1<","Window blind - wood - 1"" - up to 7 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW1<+","Window blind - wood - 1"" - up to 7 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW1>","Window blind - wood - 1"" - 14.1 to 20 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW1>+","Window blind - wood - 1"" - 14.1 to 20 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW1>>","Window blind - wood - 1"" - 20.1 to 32 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW1>>+","Window blind - wood - 1"" - 20.1 to 32 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW1X","Window blind - wood - 1"" - 32.1 to 42 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW1X+","Window blind - wood - 1"" - 32.1 to 42 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW1X>","Window blind - wood - 1"" - 42.1 to 56 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW1X>+","Window blind - wood - 1"" - 42.1 to 56 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW2","Window blind - wood - 2"" - 7.1 to 14 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW2+","Window blind - wood - 2"" - 7.1 to 14 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW2<","Window blind - wood - 2"" - up to 7 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW2<+","Window blind - wood - 2"" - up to 7 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW2>","Window blind - wood - 2"" - 14.1 to 20 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW2>+","Window blind - wood - 2"" - 14.1 to 20 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW2>>","Window blind - wood - 2"" - 20.1 to 32 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW2>>+","Window blind - wood - 2"" - 20.1 to 32 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW2X","Window blind - wood - 2"" - 32.1 to 42 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW2X+","Window blind - wood - 2"" - 32.1 to 42 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW2X>","Window blind - wood - 2"" - 42.1 to 56 SF","11123"
"CODE8X_AUG26_182319065en-US","WDT","BLW2X>+","Window blind - wood - 2"" - 42.1 to 56 SF - High grade","11123"
"CODE8X_AUG26_182319065en-US","WDT","DRAPRH","Window drapery - remove and rehang - per hour","11125"
"CODE8X_AUG26_182319065en-US","WDT","DRPM","Drapery rod - adaptable controller","11124"
"CODE8X_AUG26_182319065en-US","WDT","DRPM+","Drapery rod - motorized - single drape system","11124"
"CODE8X_AUG26_182319065en-US","WDT","DRPM++","Drapery rod - motorized - double drape system","11124"
"CODE8X_AUG26_182319065en-US","WDT","HW","Window drapery - hardware","11124"
"CODE8X_AUG26_182319065en-US","WDT","HW-","Window drapery - hardware - single rod","11124"
"CODE8X_AUG26_182319065en-US","WDT","HW<","Window drapery - hardware - Small","11124"
"CODE8X_AUG26_182319065en-US","WDT","HW<-","Window drapery - hardware - single rod - Small","11124"
"CODE8X_AUG26_182319065en-US","WDT","HW>","Window drapery - hardware - Large","11124"
